fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,sulphates,total sulfur dioxide,density（负相关）,pH（正相关）,chlorides（负相关）,alcohol（正相关）,quality
6.4,0.34,0.23,6.3,37,0.65,143,0.9944,3.19,0.039,10,6
6.5,0.28,0.35,15.4,55,0.5,195,0.9978,3.23,0.042,9.6,6
7.2,0.21,0.41,1.3,33,0.51,85,0.992,3.17,0.036,10.4,5
6.4,0.32,0.35,4.8,34,0.6,101,0.9912,3.36,0.03,12.5,8
6.8,0.24,0.34,4.6,37,0.39,135,0.9927,3.2,0.032,10.6,5
6.3,0.23,0.3,1.8,16,0.4,91,0.9906,3.28,0.033,11.8,6
6.5,0.28,0.34,9.9,30,0.44,133,0.9954,3.11,0.038,9.8,5
5.6,0.26,0.26,5.7,12,0.38,80,0.9923,3.25,0.031,10.8,5
6.3,0.23,0.3,1.8,16,0.4,91,0.9906,3.28,0.033,11.8,6
6.3,0.23,0.33,1.5,15,0.42,105,0.991,3.32,0.036,11.2,6
5.8,0.27,0.27,12.3,55,0.42,170,0.9972,3.28,0.045,9.3,6
5.9,0.26,0.4,1.3,12,0.53,139,0.9945,3.45,0.047,10.4,5
6.6,0.18,0.35,1.5,49,0.85,141,0.9934,3.43,0.049,10.2,7
7.4,0.2,0.43,7.8,27,0.55,153,0.9964,3.19,0.045,9,7
8,0.24,0.36,1.5,17,0.54,129,0.9948,3.2,0.047,10,6
6.4,0.26,0.42,9.7,30,0.47,140,0.9962,3.18,0.044,9.1,6
5.4,0.31,0.47,3,46,0.76,144,0.9931,3.29,0.053,10,5
5.4,0.29,0.47,3,47,0.75,145,0.993,3.29,0.052,10,6
7.1,0.145,0.33,4.6,33,0.4,131,0.9942,3.28,0.05,9.6,6
5.6,0.34,0.1,1.3,20,0.51,68,0.9906,3.36,0.031,11.2,7
6.7,0.19,0.41,15.6,75,0.44,155,0.9995,3.2,0.056,8.8,6
7.8,0.18,0.46,13.6,38,0.5,118,0.998,3.15,0.052,10,6
7.6,0.17,0.45,11.2,56,0.47,137,0.997,3.15,0.054,10,5
6.3,0.12,0.36,2.1,47,0.74,146,0.9914,3.27,0.044,11.4,7
7.3,0.33,0.4,6.85,32,0.3,138,0.992,3.03,0.038,11.9,7
5.5,0.335,0.3,2.5,27,0.51,128,0.9924,3.14,0.071,9.6,6
7.3,0.33,0.4,6.85,32,0.3,138,0.992,3.03,0.038,11.9,7
5.8,0.4,0.42,4.4,38.5,0.57,245,0.9937,3.25,0.047,9.6,6
7.3,0.22,0.37,14.3,48,0.38,191,0.9978,2.89,0.063,9,6
7.3,0.22,0.37,14.3,48,0.38,191,0.9978,2.89,0.063,9,6
6.1,0.36,0.33,1.1,24,0.78,169,0.9927,3.15,0.05,9.5,6
10,0.2,0.39,1.4,19,0.42,152,0.994,3,0.05,10.4,6
6.9,0.24,0.34,4.7,43,0.59,161,0.9935,3.2,0.04,10.6,6
6.4,0.24,0.32,14.9,54,0.5,162,0.9968,3.28,0.047,10.2,6
7.1,0.365,0.14,1.2,24,0.43,84,0.9941,3.15,0.055,8.9,5
6.8,0.15,0.3,5.3,40,0.39,127,0.9942,3.4,0.05,9.7,6
7.3,0.22,0.37,14.3,48,0.38,191,0.9978,2.89,0.063,9,6
6.8,0.16,0.4,2.3,18,0.42,102,0.9923,3.49,0.037,11.4,7
6,0.26,0.32,3.5,29,0.71,113,0.9912,3.4,0.028,12.3,7
6,0.18,0.27,1.5,40,0.62,143,0.9923,3.49,0.089,10.8,6
6.9,0.33,0.21,1,39,0.45,148,0.9927,3.12,0.053,9.4,6
7.7,0.29,0.48,2.3,36,0.64,178,0.9931,3.17,0.049,10.6,6
7.1,0.39,0.35,12.5,26,0.29,72,0.9941,3.17,0.044,11.6,5
6.9,0.33,0.21,1,39,0.45,148,0.9927,3.12,0.053,9.4,6
7.7,0.29,0.48,2.3,36,0.64,178,0.9931,3.17,0.049,10.6,6
6.6,0.905,0.19,0.8,17,0.56,204,0.9934,3.34,0.048,10,5
7.2,0.27,0.27,2.4,30,0.51,149,0.9936,3.1,0.048,9.2,6
5.1,0.33,0.22,1.6,18,0.38,89,0.9893,3.51,0.027,12.5,7
5.1,0.33,0.22,1.6,18,0.38,89,0.9893,3.51,0.027,12.5,7
6.4,0.31,0.28,1.5,12,0.51,119,0.9919,3.32,0.037,10.4,7
7.3,0.2,0.44,1.4,21,0.46,98,0.9924,3.15,0.045,10,7
5.7,0.32,0.5,2.6,17,0.64,155,0.9927,3.22,0.049,10,6
6.4,0.31,0.28,1.5,12,0.51,119,0.9919,3.32,0.037,10.4,7
7.3,0.2,0.44,1.4,21,0.46,98,0.9924,3.15,0.045,10,7
7.2,0.28,0.26,12.5,48,0.52,179,0.9975,3.1,0.046,9,6
7.5,0.35,0.28,9.6,26,0.53,157,0.9969,3.12,0.051,9.2,6
7.2,0.27,0.27,2.4,30,0.51,149,0.9936,3.1,0.048,9.2,6
6,0.36,0.39,3.2,20,0.39,125,0.991,3.38,0.027,11.3,7
5.1,0.33,0.22,1.6,18,0.38,89,0.9893,3.51,0.027,12.5,7
5,0.17,0.56,1.5,24,0.39,115,0.9906,3.48,0.026,10.8,7
6.3,0.39,0.35,5.9,82.5,0.66,260,0.9941,3.12,0.04,10.1,5
6.7,0.21,0.32,5.4,29,0.46,140,0.995,3.39,0.047,9.7,6
7,0.3,0.38,14.9,60,0.61,181,0.9983,3.18,0.032,9.3,7
7,0.3,0.38,14.9,60,0.61,181,0.9983,3.18,0.032,9.3,7
6.5,0.36,0.32,1.1,13,0.46,66,0.9916,3.1,0.031,10.6,5
6.1,0.55,0.15,9.8,19,0.47,125,0.9957,3.36,0.031,10.2,6
7.3,0.24,0.43,2,20,0.56,69,0.99,3.08,0.021,12.2,6
6.8,0.37,0.51,11.8,62,0.44,163,0.9976,3.19,0.044,8.8,5
6.8,0.27,0.12,1.3,87,0.41,168,0.992,3.18,0.04,10,5
8.2,0.28,0.42,1.8,30,0.39,93,0.9917,3.09,0.031,11.4,5
6.3,0.2,0.4,1.5,35,0.5,107,0.9917,3.46,0.037,11.4,6
5.9,0.26,0.27,18.2,52,0.44,168,0.9993,3.35,0.048,9.4,5
6.4,0.19,0.42,2.9,32,0.41,83,0.9908,3.3,0.032,11.7,6
6.3,0.2,0.4,1.5,35,0.5,107,0.9917,3.46,0.037,11.4,6
6.8,0.37,0.51,11.8,62,0.44,163,0.9976,3.19,0.044,8.8,5
6.1,0.35,0.07,1.4,22,0.52,108,0.9934,3.23,0.069,9.2,5
7.1,0.27,0.31,18.2,55,0.56,252,1,3.07,0.046,8.7,5
6.8,0.22,0.31,6.3,33,0.66,170,0.9918,3.24,0.035,12.6,6
6.8,0.27,0.12,1.3,87,0.41,168,0.992,3.18,0.04,10,5
5.8,0.28,0.34,4,40,0.39,99,0.9896,3.39,0.031,12.8,7
6.9,0.49,0.24,1.2,13,0.51,125,0.9932,3.17,0.049,9.4,5
6.3,0.14,0.39,1.2,26,0.53,116,0.992,3.26,0.044,10.3,6
8.2,0.28,0.42,1.8,30,0.39,93,0.9917,3.09,0.031,11.4,5
7.2,0.25,0.39,18.95,42,0.47,155,0.9999,2.97,0.038,9,6
7.3,0.28,0.36,12.7,38,0.79,140,0.998,3.3,0.04,9.6,6
7.2,0.19,0.39,1.2,32,0.5,85,0.9918,3.16,0.036,10.5,5
7.2,0.19,0.39,1.2,32,0.5,85,0.9918,3.16,0.036,10.5,5
7.2,0.25,0.39,18.95,42,0.47,155,0.9999,2.97,0.038,9,6
7.3,0.28,0.36,12.7,38,0.79,140,0.998,3.3,0.04,9.6,6
7.4,0.21,0.27,1.2,27,0.33,99,0.9927,3.19,0.041,9.8,6
6.8,0.26,0.22,7.7,57,0.47,210,0.9959,3.1,0.047,9,5
7.4,0.21,0.27,1.2,27,0.33,99,0.9927,3.19,0.041,9.8,6
7.4,0.31,0.28,1.6,33,0.56,137,0.9929,3.31,0.05,10.5,6
7,0.22,0.31,2.7,41,0.37,136,0.9898,3.16,0.03,12.7,7
7,0.21,0.28,8.7,37,0.54,222,0.9954,3.25,0.045,10.4,6
7,0.21,0.28,8.6,37,0.54,221,0.9954,3.25,0.045,10.4,6
7,0.21,0.28,8.6,37,0.54,221,0.9954,3.25,0.045,10.4,6
6.9,0.23,0.38,8.3,47,0.52,162,0.9954,3.34,0.047,10.5,7
7,0.21,0.28,8.7,37,0.54,222,0.9954,3.25,0.045,10.4,6
7,0.21,0.28,8.6,37,0.54,221,0.9954,3.25,0.045,10.4,6
6.8,0.29,0.5,13.3,48,0.45,194,0.9974,3.09,0.053,9.4,5
7.8,0.21,0.27,1.2,20,0.46,89,0.9936,3.06,0.051,9.1,5
7.1,0.31,0.47,13.6,54,0.49,197,0.9978,3.1,0.056,9.3,5
6.8,0.29,0.5,13.3,48,0.45,194,0.9974,3.09,0.053,9.4,5
6.4,0.34,0.1,1.1,19,0.38,84,0.9927,3.21,0.048,9.8,5
7.4,0.155,0.34,2.3,73.5,0.61,214,0.9934,3.18,0.045,9.9,7
7.2,0.55,0.09,1.5,16,0.57,151,0.9938,3.07,0.108,9.2,4
7,0.23,0.36,7.1,31,0.47,104,0.9922,3.35,0.028,12.1,8
6.9,0.2,0.37,6.2,24,0.49,97,0.992,3.38,0.027,12.2,7
6.1,0.28,0.32,2.5,23,0.6,218.5,0.9935,3.27,0.042,9.8,5
6.6,0.16,0.32,1.4,49,0.64,186,0.9906,3.35,0.035,12.4,8
7.4,0.155,0.34,2.3,73.5,0.61,214,0.9934,3.18,0.045,9.9,7
6.2,0.35,0.04,1.2,23,0.54,108,0.9934,3.26,0.06,9.2,5
6.7,0.22,0.37,1.6,24,0.59,102,0.9913,3.29,0.028,11.6,7
6.1,0.38,0.2,6.6,25,0.69,137,0.9938,3.3,0.033,10.4,6
6,0.25,0.28,2.2,54,0.65,126,0.9898,3.43,0.026,12.9,8
6.6,0.52,0.44,12.2,54,0.54,245,0.9975,3.26,0.048,9.3,6
6.9,0.24,0.36,20.8,40,0.33,139,0.9975,3.2,0.031,11,6
7.1,0.32,0.32,11,16,0.4,66,0.9937,3.24,0.038,11.5,3
5.8,0.28,0.27,2.6,30,0.42,156,0.9914,3.53,0.054,12.4,5
6.5,0.41,0.24,14,24,0.53,113,0.9982,3.44,0.048,9.8,6
6.5,0.41,0.24,14,24,0.53,113,0.9982,3.44,0.048,9.8,6
6.4,0.28,0.29,1.6,34,0.56,127,0.9929,3.48,0.052,10.5,7
7.2,0.6,0.2,9.9,21,0.54,174,0.9971,3.03,0.07,9.1,5
6.1,0.2,0.25,1.2,34,0.44,128,0.9921,3.24,0.038,10.1,5
5.9,0.46,0.14,2.7,27,0.51,160,0.9931,3.46,0.042,10.6,7
6,0.27,0.27,1.6,32,0.51,113,0.9924,3.41,0.046,10.5,7
6.4,0.28,0.29,1.6,34,0.56,127,0.9929,3.48,0.052,10.5,7
6.4,0.41,0.24,14,24,0.53,113,0.9982,3.44,0.048,9.8,6
6.3,0.23,0.31,1.5,11,0.4,82,0.9892,3.3,0.022,12.9,7
7.1,0.21,0.27,8.6,26,0.52,111,0.9956,2.95,0.056,9.5,5
6,0.37,0.32,1,31,0.72,218.5,0.9924,3.29,0.053,9.8,6
6.1,0.43,0.35,9.1,83,0.5,249,0.9971,3.37,0.059,8.5,5
7.1,0.21,0.27,8.6,26,0.52,111,0.9956,2.95,0.056,9.5,5
7,0.25,0.29,15.2,40,0.45,171,0.9982,3.22,0.047,9.3,5
5.9,0.25,0.19,12.4,50,0.38,162,0.9973,3.35,0.047,9.5,5
6.8,0.32,0.21,2.2,15,0.39,68,0.9932,3.17,0.044,9.4,6
7.2,0.39,0.62,11,66,0.5,178,0.9976,3.16,0.047,8.7,5
6.3,0.21,0.58,10,34,0.46,126,0.9962,2.95,0.081,8.9,5
7,0.14,0.32,9,54,0.43,141,0.9956,3.22,0.039,9.4,6
6.8,0.32,0.21,2.2,15,0.39,68,0.9932,3.17,0.044,9.4,6
7.2,0.39,0.62,11,66,0.5,178,0.9976,3.16,0.047,8.7,5
7.2,0.29,0.53,18.15,59,0.52,182,0.9992,3.09,0.047,9.6,5
8.6,0.37,0.7,12.15,21,0.73,158,0.9983,3,0.039,9.3,6
6.5,0.38,0.34,3.4,34,0.76,200,0.9937,3.14,0.036,10,5
6.6,0.24,0.29,2,19,0.45,86,0.99,3.25,0.023,12.5,6
7,0.17,0.31,4.8,34,0.48,132,0.9944,3.36,0.034,9.6,7
5.5,0.16,0.22,4.5,30,0.36,102,0.9938,3.24,0.03,9.4,6
7,0.24,0.51,11,55,0.61,227,0.9965,3.03,0.029,9.5,5
7.4,0.28,0.36,1.1,42,0.39,105,0.9893,2.99,0.028,12.4,7
7,0.22,0.28,1.5,29,0.55,115,0.9927,3.11,0.037,10.5,6
7.1,0.55,0.13,1.7,21,0.58,165,0.994,2.97,0.073,9.2,6
6.3,0.22,0.33,1.7,67,0.56,164,0.9928,3.32,0.041,10.4,6
6.7,0.47,0.34,8.9,31,0.6,172,0.9964,3.22,0.043,9.2,5
5.9,0.36,0.41,1.3,45,0.51,104,0.9917,3.33,0.047,10.6,6
5.8,0.25,0.24,13.3,41,0.42,137,0.9972,3.34,0.044,9.5,5
6.7,0.47,0.34,8.9,31,0.6,172,0.9964,3.22,0.043,9.2,5
6.2,0.37,0.3,6.6,79,0.58,200,0.9954,3.29,0.346,9.6,5
6.2,0.18,0.38,1.5,36,0.54,117,0.993,3.47,0.028,9.7,6
6,0.16,0.37,1.5,43,0.51,117,0.9928,3.46,0.025,9.7,6
6.6,0.34,0.28,1.3,32,0.42,90,0.9916,3.1,0.035,10.7,6
7.4,0.29,0.29,1.6,53,0.68,180,0.9936,3.34,0.045,10.5,6
7.4,0.26,0.31,7.6,52,0.45,177,0.9962,3.13,0.047,8.9,6
7,0.28,0.36,1,8,0.46,70,0.9899,3.09,0.035,12.1,6
7.1,0.23,0.39,1.6,12,0.4,65,0.9898,3.25,0.032,12.7,7
7.8,0.19,0.26,8.9,42,0.46,182,0.996,3.18,0.039,9.9,6
6.3,0.19,0.28,1.8,28,0.64,158,0.9907,3.2,0.022,11.4,6
6.8,0.2,0.38,4.7,27,0.58,103,0.994,3.37,0.04,10.7,6
5.7,0.44,0.13,7,28,0.48,173,0.9913,3.33,0.025,12.5,6
7.2,0.4,0.62,10.8,70,0.49,189,0.9976,3.08,0.041,8.6,4
6.8,0.23,0.32,1.6,43,0.54,147,0.9904,3.29,0.026,12.5,6
5.7,0.335,0.34,1,13,0.66,174,0.992,3.27,0.04,10,5
7.2,0.4,0.62,10.8,70,0.49,189,0.9976,3.08,0.041,8.6,4
7.2,0.28,0.54,16.7,54,0.49,200,0.999,3.08,0.045,9.5,6
6.8,0.19,0.58,14.2,51,0.48,164,0.9975,3.12,0.038,9.6,6
6.4,0.3,0.3,2.25,8,0.62,210,0.9937,3.2,0.038,9.9,6
6.5,0.3,0.29,2.25,8,0.62,210,0.9937,3.19,0.037,9.9,5
7.8,0.18,0.31,12.2,46,0.53,140,0.998,3.06,0.053,8.9,6
7.8,0.18,0.31,12.2,46,0.53,140,0.998,3.06,0.053,8.9,6
7.3,0.51,0.26,3.3,7,0.52,135,0.9944,3.01,0.09,8.8,5
6,0.24,0.27,1.9,40,0.54,170,0.9938,3.64,0.048,10,7
5.9,0.62,0.28,3.5,55,0.44,152,0.9907,3.44,0.039,12,6
6,0.24,0.27,1.9,40,0.54,170,0.9938,3.64,0.048,10,7
6.7,0.27,0.12,1.3,62,0.42,138,0.9921,3.21,0.041,10,6
7.8,0.34,0.35,1.8,8,0.41,167,0.9908,3.11,0.042,12.1,6
7.3,0.26,0.36,5.2,31,0.59,141,0.9931,3.16,0.04,11,6
7.4,0.36,0.33,1.4,27,0.33,55,0.9915,3.21,0.025,11.2,6
7.8,0.28,0.32,9,34,0.39,115,0.9952,3.17,0.036,10.3,7
6.1,0.31,0.26,2.2,28,0.47,167,0.9926,3.37,0.051,10.4,6
6.8,0.18,0.37,1.6,47,0.45,154,0.9934,3.08,0.055,9.1,5
7.4,0.15,0.42,1.7,49,0.6,154,0.992,3,0.045,10.4,6
5.9,0.13,0.28,1.9,20,0.64,78,0.9918,3.43,0.05,10.8,6
7.2,0.34,0.34,12.6,7,0.4,41,0.9942,3.19,0.048,11.7,5
7.9,0.19,0.26,2.1,8,0.74,143,0.9942,3.05,0.039,9.8,5
7.9,0.19,0.26,2.1,8,0.74,143,0.9942,3.05,0.039,9.8,5
6.9,0.25,0.4,1.3,22,0.39,101,0.9901,3.03,0.038,11.4,6
5.8,0.36,0.32,1.7,22,0.38,96,0.9898,3.03,0.033,11.2,6
5.6,0.35,0.37,1,6,0.34,72,0.9902,3.37,0.038,11.4,5
5.9,0.32,0.39,3.3,24,0.45,140,0.9934,3.09,0.114,9.2,6
7.2,0.31,0.46,5,3,0.53,29,0.9906,3.04,0.04,12.5,4
6.1,0.28,0.22,1.8,32,0.44,116,0.9898,3.36,0.034,12.6,6
5.2,0.36,0.02,1.6,24,0.35,104,0.9896,3.44,0.031,12.2,6
5.6,0.19,0.47,4.5,19,0.45,112,0.9922,3.56,0.03,11.2,6
6.4,0.1,0.35,4.9,31,0.79,103,0.9947,3.43,0.048,9.7,6
6.4,0.18,0.48,4,64,0.4,150,0.9945,3.06,0.186,9.3,5
7.4,0.25,0.36,13.2,53,0.48,178,0.9976,3.01,0.067,9,6
7.4,0.25,0.36,13.2,53,0.48,178,0.9976,3.01,0.067,9,6
7.4,0.25,0.36,13.2,53,0.48,178,0.9976,3.01,0.067,9,6
7.9,0.345,0.51,15.3,54,0.51,171,0.9987,3.09,0.047,9.1,5
7.9,0.345,0.51,15.3,54,0.51,171,0.9987,3.09,0.047,9.1,5
7.4,0.25,0.36,13.2,53,0.48,178,0.9976,3.01,0.067,9,6
6.1,0.24,0.3,1.5,22,0.54,61,0.992,3.31,0.045,10.4,5
6.8,0.25,0.24,4.55,41,0.67,211,0.9955,3.37,0.053,9.5,6
6.7,0.31,0.31,9.9,10,0.55,175,0.9953,3.46,0.04,11.4,4
7.2,0.46,0.65,10.4,76,0.42,192,0.9976,3.16,0.05,8.7,5
5.5,0.35,0.35,1.1,14,0.68,167,0.992,3.34,0.045,9.9,6
6.7,0.24,0.41,8.7,29,0.62,148,0.9952,3.22,0.036,9.9,6
6.8,0.28,0.17,13.9,49,0.51,162,0.9983,3.21,0.047,9,6
6.4,0.16,0.22,1.4,41,0.58,149,0.9933,3.49,0.04,10,6
6.3,0.26,0.24,7.2,38,0.64,172,0.9958,3.49,0.039,9.7,6
7.7,0.22,0.42,1.9,10,0.49,87,0.9922,3.3,0.052,11.8,6
6.5,0.18,0.31,1.7,30,0.5,127,0.9928,3.49,0.044,10.2,7
7.2,0.46,0.65,10.4,76,0.42,192,0.9976,3.16,0.05,8.7,5
7,0.3,0.51,13.6,40,0.52,168,0.9976,3.07,0.05,9.6,7
9.2,0.25,0.34,1.2,31,0.37,93,0.9916,2.93,0.026,11.3,7
7.8,0.28,0.34,1.6,32,0.38,118,0.9901,3,0.028,12.1,7
7,0.3,0.51,13.6,40,0.52,168,0.9976,3.07,0.05,9.6,7
7.8,0.28,0.34,1.6,32,0.38,118,0.9901,3,0.028,12.1,7
9.2,0.25,0.34,1.2,31,0.37,93,0.9916,2.93,0.026,11.3,7
8.4,0.35,0.71,12.2,22,0.65,160,0.9982,2.98,0.046,9.4,5
6.1,0.41,0.24,1.6,16,0.5,137,0.993,3.32,0.049,10.4,6
5.9,0.21,0.24,12.1,53,0.39,165,0.9969,3.25,0.044,9.5,5
7.2,0.34,0.44,4.2,51,0.76,144,0.991,3.01,0.047,12.3,6
6.7,0.21,0.42,9.1,31,0.74,150,0.9953,3.12,0.049,9.9,7
5.9,0.37,0.1,1.6,39,0.48,128,0.9924,3.24,0.057,10.1,5
7.7,0.34,0.27,8.8,39,0.63,184,0.9969,3.09,0.063,9.2,6
7.4,0.3,0.22,1.4,16,0.77,135,0.9928,3.08,0.046,10.4,7
6.8,0.51,0.3,4.2,38,0.42,165,0.9945,3.2,0.066,9.1,5
7.8,0.22,0.38,10.3,28,0.47,99,0.9967,3.12,0.059,10,6
7.2,0.35,0.34,12.4,6,0.39,37,0.9944,3.13,0.051,11.5,6
6,0.26,0.5,2.2,59,0.61,153,0.9928,3.08,0.048,9.8,5
6.1,0.26,0.51,2.2,61,0.6,154,0.9929,3.08,0.05,9.8,6
6.5,0.28,0.27,5.2,44,0.69,179,0.9948,3.19,0.04,9.4,6
7.4,0.41,0.66,10.8,77,0.46,194,0.9976,3.05,0.051,8.7,5
6.5,0.28,0.29,2.7,26,0.41,107,0.9912,3.32,0.038,11.6,7
6.7,0.34,0.54,16.3,44,0.56,181,0.9987,3.04,0.047,8.8,5
7.2,0.2,0.34,2.7,49,0.39,151,0.99,3.16,0.032,12.7,7
7.4,0.2,0.33,1.9,39,0.44,138,0.991,3.17,0.035,11.7,7
8.2,0.22,0.3,1.8,47,0.5,185,0.9933,3.13,0.047,10.2,6
8.2,0.23,0.29,1.8,47,0.5,187,0.9933,3.13,0.047,10.2,6
7.1,0.22,0.33,2.8,48,0.38,153,0.9899,3.15,0.033,12.7,7
6.5,0.28,0.29,2.7,26,0.41,107,0.9912,3.32,0.038,11.6,7
6,0.38,0.26,6,42,0.38,134,0.9912,3.38,0.034,12.3,7
7.4,0.41,0.66,10.8,77,0.46,194,0.9976,3.05,0.051,8.7,5
5.7,0.18,0.22,4.2,25,0.39,111,0.994,3.35,0.042,9.4,5
7.3,0.3,0.22,6.4,44,0.35,168,0.9947,3.13,0.056,10.1,6
7.4,0.24,0.22,10.7,26,0.36,81,0.9954,2.86,0.042,9.7,6
6.6,0.25,0.3,1.6,32,0.51,134,0.993,3.42,0.046,10.1,7
7.4,0.24,0.22,10.7,26,0.36,81,0.9954,2.86,0.042,9.7,6
7.4,0.26,0.3,7.9,38,0.48,157,0.9963,3.13,0.049,8.9,6
6.1,0.32,0.25,1.7,37,0.5,136,0.992,3.47,0.034,10.8,7
6.9,0.28,0.27,2.1,42,0.49,121,0.9926,3.42,0.036,10.8,7
7,0.23,0.33,5.8,25,0.58,136,0.995,3.19,0.04,9.5,6
7.1,0.31,0.5,14.5,6,0.44,148,0.9983,2.94,0.059,9.1,5
7.3,0.2,0.37,1.2,48,0.49,119,0.992,3.32,0.037,10.9,6
6.9,0.41,0.33,10.1,28,0.52,152,0.9968,3.2,0.043,9.4,5
6.4,0.45,0.07,1.1,10,0.28,131,0.9905,2.97,0.03,10.8,5
6.4,0.475,0.06,1,9,0.29,131,0.9904,2.97,0.03,10.8,5
6.3,0.27,0.38,0.9,7,0.5,140,0.9926,3.45,0.051,10.5,7
6.9,0.41,0.33,10.1,28,0.52,152,0.9968,3.2,0.043,9.4,5
7,0.29,0.37,4.9,26,0.44,127,0.9928,3.17,0.034,10.8,6
5.9,0.27,0.29,11.4,31,0.48,115,0.9949,3.35,0.036,10.5,8
6.9,0.19,0.4,1.4,14,0.68,55,0.9909,3.08,0.036,11.5,7
6.7,0.3,0.35,1.4,36,0.54,160,0.9937,3.11,0.18,9.4,6
7.2,0.24,0.4,1.4,31,0.38,106,0.9914,2.88,0.045,10.8,6
6.4,0.45,0.07,1.1,10,0.28,131,0.9905,2.97,0.03,10.8,5
6.4,0.475,0.06,1,9,0.29,131,0.9904,2.97,0.03,10.8,5
6.3,0.26,0.49,1.5,34,0.61,134,0.9924,2.99,0.052,9.8,6
6.3,0.26,0.49,1.5,34,0.61,134,0.9924,2.99,0.052,9.8,6
7.3,0.25,0.29,7.5,38,0.38,158,0.9965,3.43,0.049,9.6,5
7.3,0.25,0.29,7.5,38,0.38,158,0.9965,3.43,0.049,9.6,5
6.1,0.28,0.25,17.75,48,0.48,161,0.9993,3.34,0.044,9.5,5
7.4,0.37,0.35,5.7,12,0.69,94,0.9965,3.48,0.061,10.7,6
6.5,0.36,0.28,3.2,29,0.65,119,0.9908,3.25,0.037,12.4,8
7.4,0.24,0.4,4.3,9,0.39,95,0.992,3.09,0.032,11.1,6
7.5,0.23,0.68,11,37,0.38,133,0.9978,2.99,0.047,8.8,5
7.5,0.21,0.68,10.9,38,0.36,133,0.9978,3,0.045,8.7,5
7.5,0.21,0.68,10.9,38,0.36,133,0.9978,3,0.045,8.7,5
7.5,0.23,0.68,11,37,0.38,133,0.9978,2.99,0.047,8.8,5
7.8,0.32,0.33,2.4,18,0.65,101,0.9912,3.21,0.037,11.7,7
7.8,0.26,0.27,1.9,52,0.5,195,0.9928,3.23,0.051,10.9,6
7.7,0.24,0.27,1.8,52,0.5,190,0.9928,3.23,0.051,10.8,6
7.4,0.19,0.3,1.4,33,0.5,135,0.993,3.12,0.057,9.6,6
6.5,0.46,0.41,16.8,59,0.58,222,0.9993,3.18,0.084,9,5
6.5,0.26,0.43,8.9,50,0.5,171,0.9965,2.85,0.083,9,5
5.3,0.32,0.12,6.6,22,0.6,141,0.9937,3.36,0.043,10.4,6
7.2,0.24,0.34,1.1,3,0.51,64,0.9913,3.23,0.045,11.4,5
6,0.36,0.06,1.4,27,0.55,128,0.9934,3.26,0.066,9.3,5
6.2,0.24,0.29,13.3,49,0.46,130,0.9952,3.33,0.039,11,8
7.6,0.56,0.12,10.4,22,0.45,177,0.9983,3.32,0.096,9.1,4
7,0.32,0.24,6.2,31,0.62,228,0.9957,3.23,0.048,9.4,6
7,0.32,0.24,6.2,31,0.62,228,0.9957,3.23,0.048,9.4,6
5.8,0.31,0.33,1.2,23,0.6,99,0.9916,3.18,0.036,10.5,6
7,0.23,0.42,18.05,35,0.42,144,0.9999,3.22,0.05,8.8,5
7,0.23,0.42,18.05,35,0.42,144,0.9999,3.22,0.05,8.8,5
6.9,0.24,0.33,4.8,16,0.64,131,0.9936,3.26,0.04,10.7,6
6,0.29,0.2,12.6,45,0.42,187,0.9972,3.33,0.045,9.5,5
6.1,0.17,0.28,4.5,46,0.49,150,0.9933,3.43,0.033,10.9,6
5.9,0.14,0.25,4.5,34,0.51,140,0.9934,3.49,0.027,10.8,6
6.2,0.17,0.28,4.7,39,0.46,133,0.9931,3.41,0.037,10.8,7
7.4,0.28,0.25,11.9,25,0.62,148,0.9976,3.1,0.053,9.2,5
5.6,0.35,0.14,5,48,0.71,198,0.9937,3.3,0.046,10.3,5
5.8,0.335,0.14,5.8,49,0.71,197,0.9937,3.3,0.046,10.3,5
5.6,0.235,0.29,1.2,33,0.5,127,0.991,3.34,0.047,11,7
6.1,0.28,0.25,12.9,34,0.43,189,0.9979,3.25,0.054,9,4
6.3,0.21,0.33,13.9,68,0.5,179,0.9971,3.36,0.046,10.4,6
6.4,0.24,0.28,11.5,34,0.45,163,0.9969,3.31,0.05,9.5,5
6.4,0.24,0.29,11.4,32,0.45,166,0.9968,3.31,0.051,9.5,5
6.3,0.26,0.25,7.8,44,0.41,166,0.9961,3.24,0.058,9,5
6.5,0.33,0.72,1.1,7,0.57,151,0.993,3.09,0.061,9.5,4
7.4,0.105,0.34,12.2,57,0.37,146,0.9973,3.16,0.05,9,6
6,0.32,0.12,5.9,34,0.72,190,0.9944,3.16,0.041,10,5
7.1,0.26,0.34,14.4,35,0.53,189,0.9986,3.07,0.067,9.1,7
7.1,0.26,0.34,14.4,35,0.53,189,0.9986,3.07,0.067,9.1,7
7.1,0.26,0.34,14.4,35,0.53,189,0.9986,3.07,0.067,9.1,7
7.1,0.26,0.34,14.4,35,0.53,189,0.9986,3.07,0.067,9.1,7
5.9,0.24,0.26,12.3,34,0.45,134,0.9972,3.34,0.053,9.5,6
6.5,0.21,0.37,2.5,70,0.75,138,0.9917,3.33,0.048,11.4,7
7.7,0.27,0.35,5.3,30,0.42,117,0.992,3.11,0.03,12.2,6
